sample,outcome,family,moderator,nobs,n_Z1,share_Z1,formula,slope_Z0_beta1,se_slope_Z0,p_slope_Z0,ci_low_slope_Z0,ci_high_slope_Z0,beta3_interaction,se_beta3,p_beta3,ci_low_beta3,ci_high_beta3,slope_Z1_beta1_plus_beta3,se_slope_Z1,p_slope_Z1,ci_low_slope_Z1,ci_high_slope_Z1,r2,interaction_term,beta3_pct_extra_return,slope_Z1_pct_return,moderator_label,moderator_main_absorbed_by_FE,q_beta3_fdr_bh
strict_raw_2020_2023,log1p_cites,ols,is_llm_agents,2194,7,0.0031905195989061076,log1p_cites ~ log10_max_compute_c + log10_max_compute_c:is_llm_agents + C(year_venue) + C(primary_topic) + C(team_size_group) + C(n_organizations_group) + has_company + has_industry_academia,0.18461261082008312,0.05124417122245483,0.000315041631588115,0.08417588080646778,0.2850493408336985,1.1984166375328544,1.2019793930967522,0.3187470718943566,-1.1574196830960917,3.5542529581618005,1.3830292483529376,1.2017181265175674,0.24978301373848255,-0.9722949991904424,3.738353495896318,0.214680351698725,log10_max_compute_c:is_llm_agents,2.314864133846351,2.9869608476677194,LLM agents,True,0.6525964626820114
strict_raw_2020_2023,log1p_cites,ols,is_information_extraction,2194,193,0.08796718322698267,log1p_cites ~ log10_max_compute_c + log10_max_compute_c:is_information_extraction + C(year_venue) + C(primary_topic) + C(team_size_group) + C(n_organizations_group) + has_company + has_industry_academia,0.17208679907216207,0.05278449099324525,0.0011134259005791244,0.0686310977831225,0.27554250036120165,0.27900523385034104,0.1954362949385912,0.15340646484219905,-0.10404286550124536,0.6620533332019274,0.4510920329225031,0.18996672048211638,0.017568713651675963,0.07876410251636756,0.8234199633286386,0.2145065831110149,log10_max_compute_c:is_information_extraction,0.32181426202946084,0.5700257695042739,Information Extraction,True,0.6525964626820114
strict_raw_2020_2023,log1p_cites,ols,has_company,2194,1026,0.4676390154968095,log1p_cites ~ log10_max_compute_c*has_company + C(year_venue) + C(primary_topic) + C(team_size_group) + C(n_organizations_group) + has_industry_academia,0.12720384695631087,0.08366435886031143,0.1284088060413666,-0.036775283199534076,0.2911829771121558,0.0994082342991651,0.10356474339759021,0.3371228625648437,-0.10357493282824407,0.3023914014265743,0.22661208125547597,0.06372488667539705,0.00037640059097331097,0.10171359845280137,0.35151056405815057,0.21413592661069136,log10_max_compute_c:has_company,0.10451710930265312,0.2543431903151063,Company participation,False,0.6525964626820114
strict_raw_2020_2023,log1p_cites,ols,is_international_collab,2194,714,0.325432999088423,log1p_cites ~ log10_max_compute_c*is_international_collab + C(year_venue) + C(primary_topic) + C(team_size_group) + C(n_organizations_group) + has_company + has_industry_academia,0.1706059451159439,0.06362264582984657,0.00732866472076685,0.045907850688297155,0.29530403954359064,0.053718086293486456,0.09817129457436718,0.5842500556376321,-0.13869411538794565,0.24613028797491857,0.22432403140943036,0.07898716045670337,0.004511264629341248,0.06951204167320543,0.37913602114565526,0.216121222598871,log10_max_compute_c:is_international_collab,0.05518708851727516,0.25147647142012763,International collaboration,False,0.8763750834564482
strict_raw_2020_2023,log1p_cites,ols,is_language_modeling,2194,96,0.04375569735642662,log1p_cites ~ log10_max_compute_c + log10_max_compute_c:is_language_modeling + C(year_venue) + C(primary_topic) + C(team_size_group) + C(n_organizations_group) + has_company + has_industry_academia,0.18801435621001084,0.0529490460497933,0.0003839826928397922,0.08423613293666316,0.2917925794833585,0.011299647999371831,0.18975483550808817,0.9525151015127666,-0.36061299548880316,0.3832122914875468,0.19931400420938267,0.18432434605954734,0.27955382330645484,-0.16195507554122757,0.5605830839599929,0.21371991681718305,log10_max_compute_c:is_language_modeling,0.011363730163004515,0.2205651683338179,Language Modeling,True,0.9936627809087469
strict_raw_2020_2023,log1p_cites,ols,is_generation,2194,132,0.0601640838650866,log1p_cites ~ log10_max_compute_c + log10_max_compute_c:is_generation + C(year_venue) + C(primary_topic) + C(team_size_group) + C(n_organizations_group) + has_company + has_industry_academia,0.18891094621036048,0.05291167294088982,0.00035656231893547356,0.0852059728844539,0.29261591953626703,0.0016968254517258363,0.21363575664882176,0.9936627809087469,-0.4170215633899282,0.42041521429337986,0.1906077716620863,0.20755868534012253,0.35844510671347096,-0.21619977628303555,0.5974153196072082,0.2137180949694496,log10_max_compute_c:is_generation,0.0016982658746329538,0.20998476868052407,Generation,True,0.9936627809087469
strict_raw_2020_2023,log1p_cites,ols,has_frontier_gpu,2194,498,0.22698268003646307,log1p_cites ~ log10_max_compute_c*has_frontier_gpu + C(year_venue) + C(primary_topic) + C(team_size_group) + C(n_organizations_group) + has_company + has_industry_academia,0.22221832089535853,0.06567196205450973,0.0007149982912555109,0.0935036404744384,0.3509330013162787,-0.012034801808434498,0.11531768739692141,0.9168819584123704,-0.23805331588684897,0.21398371226997998,0.21018351908692404,0.1002395579281006,0.03601021104813342,0.013717595721630421,0.4066494424522177,0.21427973710605652,log10_max_compute_c:has_frontier_gpu,-0.011962673222187581,0.2339044842038147,A100/H100-class GPU,False,0.9936627809087469
strict_raw_2020_2023,log1p_cites,ols,has_high_generation_hardware,2194,503,0.2292616226071103,log1p_cites ~ log10_max_compute_c*has_high_generation_hardware + C(year_venue) + C(primary_topic) + C(team_size_group) + C(n_organizations_group) + has_company + has_industry_academia,0.21877638099695018,0.06581939623699538,0.0008877145440996614,0.08977273488826806,0.3477800271056323,-0.01652330251271003,0.11513909094770944,0.8858895295788048,-0.2421917739829023,0.20914516895748222,0.20225307848424015,0.1000585683835583,0.043243865846388306,0.006141888107827759,0.39836426886065257,0.21411873128063674,log10_max_compute_c:has_high_generation_hardware,-0.016387541518199433,0.22415777690644645,High-generation hardware,False,0.9936627809087469
strict_raw_2020_2023,log1p_cites,ols,has_industry_academia,2194,842,0.3837739288969918,log1p_cites ~ log10_max_compute_c*has_industry_academia + C(year_venue) + C(primary_topic) + C(team_size_group) + C(n_organizations_group) + has_company,0.20655703329538777,0.07120331274837718,0.0037203685084906796,0.0670011047286268,0.34611296186214874,-0.03829442463776172,0.09917010718368628,0.699386419682902,-0.23266426306076374,0.15607541378524029,0.16826260865762604,0.07136205265607863,0.018380013494784953,0.028395555588861032,0.30812966172639106,0.21378421450342633,log10_max_compute_c:has_industry_academia,-0.037570463794982634,0.18324730083637086,Industry-academia collaboration,False,0.9537087541130483
strict_raw_2020_2023,log1p_cites,ols,is_multi_institution,2194,1506,0.6864175022789426,log1p_cites ~ log10_max_compute_c*is_multi_institution + C(year_venue) + C(primary_topic) + C(team_size_group) + C(n_organizations_group) + has_company + has_industry_academia,0.2604460914902106,0.09393330979772058,0.005559843163207653,0.07634018733803485,0.44455199564238634,-0.10108894238642435,0.10772759633638844,0.34805144676373945,-0.3122311513468148,0.11005326657396605,0.15935714910378623,0.05892965941955834,0.006847058893956615,0.04385713902024034,0.2748571591873321,0.21411348469769753,log10_max_compute_c:is_multi_institution,-0.09614736149996128,0.1727567209056775,Multi-institution collaboration,False,0.6525964626820114
strict_raw_2020_2023,log1p_cites,ols,is_efficient_methods,2194,134,0.061075660893345485,log1p_cites ~ log10_max_compute_c + log10_max_compute_c:is_efficient_methods + C(year_venue) + C(primary_topic) + C(team_size_group) + C(n_organizations_group) + has_company + has_industry_academia,0.19916420258037823,0.05332189460209099,0.00018761832064762276,0.09465520957283917,0.3036731955879173,-0.14381177032400433,0.17782101965630584,0.41866213011716435,-0.4923345645445528,0.20471102389654416,0.0553524322563739,0.17123912832033295,0.7465086411598563,-0.28027009199551145,0.3909749565082593,0.21395619420695544,log10_max_compute_c:is_efficient_methods,-0.13394925083018727,0.05691303929164415,Efficient Methods for NLP,True,0.6977702168619406
